Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),"Number of <8,000 gal Hauls for Analysis","Number of >=8,000 gal Hauls for Analysis"
"20326 Johnson Ave, Hilmar 2024 Dairy AR",10,53,54,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-08-01,True,,,,,160000.0,25,11
"20326 Johnson Ave, Hilmar 2024 Dairy AR",11,55,56,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-08-12,True,,,,,240000.0,37,17
"20326 Johnson Ave, Hilmar 2024 Dairy AR",13,59,60,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,3605 Soderquist Ave Turlock 95380 Stanislaus,Destination Address,Broker,37.459491330418,-120.862825255348,,2024-09-27,False,,,,,570000.0,88,39
"20445 August Ave, Hilmar 2024 Dairy AR",1,128,129,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-01-19,True,,,,,1800000.0,277,125
"20445 August Ave, Hilmar 2024 Dairy AR",2,130,131,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-02-26,True,,,,,1935000.0,298,134
"20445 August Ave, Hilmar 2024 Dairy AR",3,132,133,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-06-18,True,,,,,1770000.0,272,123
"20445 August Ave, Hilmar 2024 Dairy AR",4,134,135,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-07-16,True,,,,,1710000.0,263,118
"20445 August Ave, Hilmar 2024 Dairy AR",5,136,137,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-07-28,True,,,,,1530000.0,235,106
"20445 August Ave, Hilmar 2024 Dairy AR",6,138,139,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-08-10,True,,,,,1650000.0,254,114
"20445 August Ave, Hilmar 2024 Dairy AR",7,140,141,Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474637632,-120.858066017208,0045-0014-0022-0000 Stanislaus,Destination Assessor Parcel Number,Farmer,,,,2024-08-22,True,,,,,1530000.0,235,106
20723 Geer Ave Hilmar 2024 Dairy AR,4,99,100,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-006 1-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-05-27,True,,,,,420000.0,65,29
20723 Geer Ave Hilmar 2024 Dairy AR,5,101,102,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-0062-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-07-14,True,,,,,360000.0,55,25
20723 Geer Ave Hilmar 2024 Dairy AR,6,103,104,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-0062-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-08-08,True,,,,,420000.0,65,29
20723 Geer Ave Hilmar 2024 Dairy AR,7,105,106,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-006 1-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-07-23,True,,,,,420000.0,65,29
20723 Geer Ave Hilmar 2024 Dairy AR,8,107,108,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-006 1-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-08-21,True,,,,,420000.0,65,29
20723 Geer Ave Hilmar 2024 Dairy AR,9,109,110,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662423143,-120.86303656961,0045-0230-0062-0000 Merced,Destination Assessor Parcel Number,Farmer,,,,2024-10-11,True,,,,,420000.0,65,29
"21480 August Ave, Hilmar 2024 Dairy AR",1,64,65,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421697018399,-120.874907020887,X045-X170-X003-XXXX,Destination Assessor Parcel Number,Farmer,,,2024-04-20,2024-08-03,False,,,,,2779500.0,428,192
"21480 August Ave, Hilmar 2024 Dairy AR",2,66,67,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421697018399,-120.874907020887,X045-X170-X003-XXXX,Destination Assessor Parcel Number,Farmer,,,2024-03-04,2024-04-01,False,,,,,1836000.0,282,127
"21480 August Ave, Hilmar 2024 Dairy AR",3,68,69,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421697018399,-120.874907020887,21536 August Avenue Hilmar 95324 Merced County,Destination Address,Farmer,37.423285263322,-120.877858121357,2024-06-21,2024-08-17,False,,,,,3925000.0,604,272
"21480 August Ave, Hilmar 2024 Dairy AR",4,70,71,Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421697018399,-120.874907020887,21536 August Avenue Hilmar 95324 Merced County,Destination Address,Farmer,37.423285263322,-120.877858121357,,2024-03-02,False,,,,,1915000.0,295,133
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",1,102,103,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,Farmer,Destination Assessor Parcel Number,Blank,,,2024-01-15,,,,,,,,,
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",2,104,105,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,Farmer,Destination Assessor Parcel Number,Blank,,,2024-02-16,,,,,,,,,
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",3,106,107,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,Farmer,Destination Assessor Parcel Number,Blank,,,2024-03-08,,,,,,,,,
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",6,112,113,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-01-04,False,,,,,235755.0,36,16
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",7,114,115,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-02-01,False,,,,,185750.0,29,13
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",8,116,117,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-02-29,False,,,,,280755.0,43,19
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",9,118,119,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-03-20,False,,,,,265500.0,41,18
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",10,120,121,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-04-28,False,,,,,625500.0,96,43
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",11,122,123,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-06-26,False,,,,,427500.0,66,30
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",12,124,125,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-07-06,False,,,,,270000.0,42,19
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",13,126,127,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-07-21,False,,,,,550500.0,85,38
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",14,128,129,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-08-09,False,,,,,395400.0,61,27
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",15,130,131,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-10-02,False,,,,,132500.0,20,9
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",16,132,133,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879106863,-120.88069212664,045-180-030,Destination Assessor Parcel Number,Farmer,,,,2024-11-27,False,,,,,230000.0,35,16
"21859 Crane Ave, Hilmar 2024 Dairy AR",1,101,102,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,Crane Rd.,Destination Address,Blank,,,,2024-01-19,False,,,,,2424140.0,373,168
"21859 Crane Ave, Hilmar 2024 Dairy AR",2,103,104,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,Crane Rd.,Destination Address,Blank,,,,2024-02-22,False,,,,,3406050.0,524,236
"21859 Crane Ave, Hilmar 2024 Dairy AR",3,105,106,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,Crane Rd.,Destination Address,Blank,,,,2024-05-20,False,,,,,2871670.0,442,199
"21859 Crane Ave, Hilmar 2024 Dairy AR",4,107,108,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,Crane Rd.,Destination Address,Blank,,,,2024-07-22,False,,,,,3604101.0,554,250
"21859 Crane Ave, Hilmar 2024 Dairy AR",5,109,110,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-02-11,False,,,,,1908170.0,294,132
"21859 Crane Ave, Hilmar 2024 Dairy AR",6,111,112,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-03-24,False,,,,,2241300.0,345,155
"21859 Crane Ave, Hilmar 2024 Dairy AR",7,113,114,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-12,False,,,,,1826400.0,281,126
"21859 Crane Ave, Hilmar 2024 Dairy AR",8,115,116,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-07-21,False,,,,,1007140.0,155,70
"21859 Crane Ave, Hilmar 2024 Dairy AR",9,117,118,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-08-22,False,,,,,1776213.0,273,123
"21859 Crane Ave, Hilmar 2024 Dairy AR",10,119,120,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-09-03,False,,,,,1626005.0,250,113
"21859 Crane Ave, Hilmar 2024 Dairy AR",11,121,122,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0045-0024-0020-0000,Destination Assessor Parcel Number,Blank,,,,2024-10-18,False,,,,,1296000.0,199,90
"21859 Crane Ave, Hilmar 2024 Dairy AR",12,123,124,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0046-0023-0069-0000,Destination Assessor Parcel Number,Blank,,,,2024-02-08,False,,,,,2024000.0,311,140
"21859 Crane Ave, Hilmar 2024 Dairy AR",13,125,126,Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,,,0046-0023-0069-0000,Destination Assessor Parcel Number,Blank,,,,2024-03-20,False,,,,,1897400.0,292,131
"22014 Turner Ave, Hilmar 2024 Dairy AR",2,64,65,B-6 Dairy,22014 Turner Road Hilmar CA 95324,37.3723074,-120.8875556,0045-0240-0020-000,Destination Assessor Parcel Number,Farmer,,,2024-05-26,2024-08-10,False,,,,,5842000.0,899,404
22270 Bloss Ave Hilmar 2024 Dairy AR,1,48,49,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-01-10,False,,,,,,,
22270 Bloss Ave Hilmar 2024 Dairy AR,2,50,51,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-02-12,False,,,,,200.75,0,0
22270 Bloss Ave Hilmar 2024 Dairy AR,3,52,53,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-03-15,False,,,,,240000.0,37,17
22270 Bloss Ave Hilmar 2024 Dairy AR,4,54,55,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-04-24,False,,,,,490000.0,75,34
22270 Bloss Ave Hilmar 2024 Dairy AR,5,56,57,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-06-13,False,,,,,840000.0,129,58
22270 Bloss Ave Hilmar 2024 Dairy AR,6,58,59,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-07-03,False,,,,,392000.0,60,27
22270 Bloss Ave Hilmar 2024 Dairy AR,7,60,61,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-07-28,False,,,,,840000.0,129,58
22270 Bloss Ave Hilmar 2024 Dairy AR,8,62,63,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-10-18,False,,,,,500000.0,77,35
22270 Bloss Ave Hilmar 2024 Dairy AR,9,64,65,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-12-09,False,,,,,325755.0,50,23
22270 Bloss Ave Hilmar 2024 Dairy AR,12,70,71,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0019-0000,Destination Assessor Parcel Number,Farmer,,,,2024-02-03,False,,,,,1200000.0,185,83
22270 Bloss Ave Hilmar 2024 Dairy AR,13,72,73,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0019-0000,Destination Assessor Parcel Number,Farmer,,,,2024-08-22,False,,,,,720000.0,111,50
22270 Bloss Ave Hilmar 2024 Dairy AR,14,74,75,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0054-0000,Destination Assessor Parcel Number,Farmer,,,,2024-01-13,False,,,,,1440000.0,222,100
22270 Bloss Ave Hilmar 2024 Dairy AR,15,76,77,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0054-0000,Destination Assessor Parcel Number,Farmer,,,,2024-02-16,False,,,,,1440000.0,222,100
22270 Bloss Ave Hilmar 2024 Dairy AR,16,78,79,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0054-0000,Destination Assessor Parcel Number,Farmer,,,,2024-04-12,False,,,,,1200000.0,185,83
22270 Bloss Ave Hilmar 2024 Dairy AR,17,80,81,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0054-0000,Destination Assessor Parcel Number,Farmer,,,,2024-08-19,False,,,,,720000.0,111,50
22270 Bloss Ave Hilmar 2024 Dairy AR,18,82,83,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0018-0000,Destination Assessor Parcel Number,Farmer,,,,2024-02-05,False,,,,,1440000.0,222,100
22270 Bloss Ave Hilmar 2024 Dairy AR,19,84,85,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0018-0000,Destination Assessor Parcel Number,Farmer,,,,2024-03-09,False,,,,,1560000.0,240,108
22270 Bloss Ave Hilmar 2024 Dairy AR,20,86,87,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0018-0000,Destination Assessor Parcel Number,Farmer,,,,2024-04-02,False,,,,,1320000.0,203,91
22270 Bloss Ave Hilmar 2024 Dairy AR,21,88,89,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0019-0018-0000,Destination Assessor Parcel Number,Farmer,,,,2024-09-01,False,,,,,960000.0,148,66
22270 Bloss Ave Hilmar 2024 Dairy AR,22,91,92,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353061578,-120.891440157262,0045-0190-0044-0000,Destination Assessor Parcel Number,Farmer,,,,2024-10-15,False,,,,,960000.0,148,66
22426 E Monte Vista Ave Denair 2024 Dairy AR,1,41,42,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,042-150-062,Destination Assessor Parcel Number,Farmer,37.530947,-122.305974,,2024-11-12,False,9500.0,247.0,,,2346500.0,0,247
22426 E Monte Vista Ave Denair 2024 Dairy AR,2,43,44,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,042-020-025,Destination Assessor Parcel Number,Farmer,36.857866,-120.440422,,2024-11-12,False,9500.0,55.0,,,522500.0,0,55
22426 E Monte Vista Ave Denair 2024 Dairy AR,3,45,46,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,37.520565061076,-120.62907438174,042-150-068,Destination Assessor Parcel Number,Farmer,,,,2024-11-12,False,9500.0,41.0,,,389500.0,0,41
22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,1,59,60,Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,36.956584708279,-120.838550264406,Los Banos 93635 Mercy Springs Merced,Destination Address,Farmer,37.115572851786,-120.834801599578,,2024-01-01,False,10000.0,370.0,,,3700000.0,0,370
"23546 W. American Ave, Hilmar 2024 Dairy AR",2,95,96,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Blank,37.404939330837,-120.908510573631,,2024-06-03,False,,,,,1260000.0,194,87
"23546 W. American Ave, Hilmar 2024 Dairy AR",3,97,98,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Blank,37.404939330837,-120.908510573631,,2024-07-25,False,,,,,990000.0,152,69
"23546 W. American Ave, Hilmar 2024 Dairy AR",4,99,100,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Blank,37.404939330837,-120.908510573631,,2024-08-03,False,,,,,816000.0,126,56
"23546 W. American Ave, Hilmar 2024 Dairy AR",5,101,102,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Blank,37.404939330837,-120.908510573631,,2024-08-14,False,,,,,744000.0,114,52
"23546 W. American Ave, Hilmar 2024 Dairy AR",6,103,104,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324,Destination Address,Blank,37.404939330837,-120.908510573631,,2024-08-23,False,,,,,468000.0,72,32
"23546 W. American Ave, Hilmar 2024 Dairy AR",7,105,106,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,37.4122023,-120.913743,23204 Bloss Ave Hilmar CA 95324 Stanislaus,Destination Address,Blank,37.40494,-120.90851,,2024-09-03,False,,,,,645000.0,99,45
24065 E Arthur Rd Escalon 2024 Dairy AR,1,48,49,R&S Dairy,24065 E. Arthur Road Escalon CA 95320,37.8133004,-121.0144209,229-070-09,Destination Assessor Parcel Number,Farmer,33.945546,-117.391368,2024-05-01,2024-05-05,False,,,,,2400000.0,369,166
26290 S Union Rd Manteca 2024 Dairy AR,2,103,104,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,37.716051772105,-121.231490113415,241-350-27,Destination Assessor Parcel Number,Farmer,,,2024-05-18,2024-05-22,True,,,,,6468000.0,995,448
26290 S Union Rd Manteca 2024 Dairy AR,3,105,106,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,37.716051772105,-121.231490113415,241-350-27,Destination Assessor Parcel Number,Farmer,,,2024-10-09,2024-10-14,True,,,,,7234320.0,1113,501
29744 Cottonwood Rd Gustine 2024 Dairy AR,1,46,47,Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,37.189740630421,-121.026112866134,063-250-029,Destination Assessor Parcel Number,Farmer,39.838974,-121.668555,,2024-06-21,True,,,,,780000.0,120,54
2024AR_Lawrence Family Farms Dairy_14760 Ave 208_Tulare,1,31,31,Lawrence Family Farms,14760 Ave. 208 Tulare 93274,36.168288717125,-119.243422206139,,,Blank,,,2024-01-01,2024-12-31,False,,,,,5683200.0,874,393
2024AR_Triple H Dairy #1_13255 Ave 212_Tulare,1,30,31,Triple H #1,13255 Ave 212 Tulare CA 93274,36.17211367291,-119.275409895589,"191-140-008,191-140-009",Destination Assessor Parcel Number,Blank,36.172146,-119.283695,2024-02-01,2024-02-18,False,,,,,35000000.0,5384,2423
2024AR_Van Beek Brothers Dairy_14808 Ave 152_Tulare,1,121,122,Van Beek Bros Dairy,14808 Rd 152 Tipton 93272,36.058834263151,-119.23183581756,232-160-001,Destination Assessor Parcel Number,Farmer,36.062113,-119.245767,2024-01-01,2024-12-31,False,,,,,13824000.0,2127,957
2024AR_Vintage Dairy_12608 Rd 144_Tulare,3,35,36,Vintage Dairy,12608 Road 144 Tipton CA 93272,36.018541071573,-119.24611522781,13167 Road 144 Tipton CA 93272,Destination Contact Address,Farmer,36.029793249531,-119.25052811144,,2024-12-31,False,,,,,37244426.4,5729,2579
2024AR_Decade Dairy_3313 Avenue 256_W Tulare,1,35,36,Decade Dairy,3313 Avenue 256 Tulare CA 93274,36.255277433231,-119.529051797762,Tri Palm Dairy 2429 Idaho Avenude Hanford CA 93230,Destination Contact Address,Farmer,36.268825999586,-119.499869970372,2024-04-15,2024-07-18,False,,,,,7168656.0,1103,496
2024AR_Scheenstra Dairy_16800 Road 96_W Tulare,1,141,142,Scheenstra Dairy,16800 Rd 96 Tipton 93272,36.095494253402,-119.357710026157,"228-090-004,228-090-013",Destination Assessor Parcel Number,Farmer,36.107228,-119.344429,2024-01-01,2024-12-31,False,,,,,32000000.0,4923,2215
